date,song,artist,region,rank,views,likes,genre
2023-12-24,please come home for christmas,eagles,Global,169,2122581499,105983949,Pop
2023-12-24,last night,morgan wallen,Global,195,1479292542,66172841,Rock
2023-12-24,"you're a mean one, mr. grinch",thurl ravenscroft,Global,87,3352322496,109987281,Rock
2023-12-24,santa claus is comin' to town,jackson 5,Global,29,16516337312,715203191,Rock
2023-12-24,wonderful christmastime,paul mccartney,Global,140,2265952396,104507877,EDM
2023-12-24,thinkin' bout me,morgan wallen,Global,143,2891034003,87318846,Pop
2023-12-24,rudolph the red-nosed reindeer,gene autry & the pinafores,Global,46,11715025741,355383193,EDM
2023-12-24,everybody,nicki minaj featuring lil uzi vert,Global,14,7052994003,255500602,EDM
2023-12-24,is it over now? (taylor's version) [from the vault],taylor swift,Global,122,955510299,44068128,Rock
2023-12-24,lose control,teddy swims,Global,58,580354401,23218865,Rock
2023-12-24,ftcu,nicki minaj,Global,183,3049879192,92743466,Pop
2023-12-24,like it's christmas,jonas brothers,Global,58,1789588304,64841738,Pop
2023-12-24,happy holiday / the holiday season,andy williams,Global,11,6159714629,276830389,Rock
2023-12-24,this christmas,donny hathaway,Global,198,3980285766,121678555,EDM
2023-12-24,fast car,luke combs,Global,197,1369029032,52446187,Hip-Hop
2023-12-24,lil boo thang,paul russell,Global,196,1051804166,46198495,Pop
2023-12-24,happy xmas (war is over),john & yoko/the plastic ono band with the harlem community choir,Global,23,192415957,7280205,Pop
2023-12-24,what was i made for?,billie eilish,Global,61,415016541,14994233,Hip-Hop
2023-12-24,rich baby daddy,drake featuring sexyy red & sza,Global,196,2981230312,90762311,Hip-Hop
2023-12-24,first person shooter,drake featuring j. cole,Global,163,4905304071,190823618,Hip-Hop
2023-12-24,white horse,chris stapleton,Global,158,3649115528,165249666,Pop
2023-12-24,stick season,noah kahan,Global,184,2619759638,127599764,EDM
2023-12-24,used to be young,miley cyrus,Global,95,1982637920,95616160,Rock
2023-12-24,world on fire,nate smith,Global,197,3312327413,133115439,EDM
2023-12-24,good good,"usher, summer walker & 21 savage",Global,98,4546649367,227006358,Rock
2023-12-24,houdini,dua lipa,Global,50,8618303427,313406252,Pop
2023-12-24,my love mine all mine,mitski,Global,177,1283474068,47777202,Pop
2023-12-24,pretty little poison,warren zeiders,Global,67,2036136109,89364103,Hip-Hop
2023-12-24,exes,tate mcrae,Global,33,6360442013,219220452,EDM
2023-12-24,surround sound,jid featuring 21 savage & baby tate,Global,197,2487444434,96535787,Hip-Hop
2023-12-24,on my mama,victoria monet,Global,120,4436435061,163819344,EDM
2023-12-24,idgaf,drake featuring yeat,Global,178,19816770,669747,Hip-Hop
2023-12-24,monaco,bad bunny,Global,103,3772521809,155659512,Hip-Hop
2023-12-24,needle,nicki minaj featuring drake,Global,185,2109243996,99818239,Hip-Hop
2023-12-24,strangers,kenya grace,Global,53,4966095192,228492446,Rock
2023-12-24,wild ones,jessie murph & jelly roll,Global,125,2779271592,96470087,Pop
2023-12-24,get him back!,olivia rodrigo,Global,143,4360226926,191223995,Hip-Hop
2023-12-24,harley quinn,fuerza regida & marshmello,Global,128,3022394159,96427133,Rock
2023-12-24,you broke my heart,drake,Global,97,3840738155,173840120,Hip-Hop
2023-12-24,bellakeo,peso pluma & anitta,Global,82,4225980426,171470283,Pop
2023-12-24,truck bed,hardy,Global,189,3639878833,132578121,Hip-Hop
2023-12-24,save me the trouble,dan + shay,Global,97,1874296300,80364728,EDM
2023-12-24,beep beep,nicki minaj,Global,134,2058626898,96137365,Hip-Hop
2023-12-24,500lbs,lil tecca,Global,124,1230884670,46692605,EDM
2023-12-24,la diabla,xavi,Global,14,352904506,16808508,Pop
2023-12-24,you're losing me (from the vault),taylor swift,Global,12,4120060309,160896321,Rock
2023-12-24,where the wild things are,luke combs,Global,87,1995088123,74773693,EDM
2023-12-24,standing next to you,jung kook,Global,166,1268973702,57762714,Rock
2023-12-24,the painter,cody johnson,Global,157,1605860657,74015721,Hip-Hop
2023-12-24,jingle bells,meghan trainor,Global,179,1817286302,60852054,Pop
2023-12-24,qlona,karol g & peso pluma,Global,116,853392433,30410384,EDM
2023-12-24,crazy,lil baby,Global,93,91615912440,4413143429,Rock
2023-12-24,never lose me,flo milli,Global,73,2646877403,81799619,Rock
2023-12-24,lace it,"juice wrld, eminem & benny blanco",Global,34,60056359398,1932184736,Pop
2023-12-24,burn it down,parker mccollum,Global,24,136154073247,5608092262,Pop
2023-12-24,can't catch me now,olivia rodrigo,Global,188,3889398376,128379108,Hip-Hop
2023-12-24,mind on you,george birge,Global,34,11149931151,379410881,Hip-Hop
2023-12-24,segun quien,maluma & carin leon,Global,37,3312336052,119333929,Hip-Hop
2023-12-24,feather,sabrina carpenter,Global,132,167986840,6844673,Hip-Hop
2023-12-24,la victima,xavi,Global,31,8777734714,391030313,Hip-Hop
2023-12-24,hey driver,zach bryan featuring the war and treaty,Global,190,2411154316,118413462,Pop
2023-12-24,wondering why,the red clay strays,Global,131,174057093,7077550,Rock
2023-12-24,dj play a christmas song,cher,Global,30,8110876522,258173030,Pop
2023-12-24,different 'round here,riley green featuring luke combs,Global,191,4306774078,161522212,Pop
2023-12-24,winter wonderland,chloe,Global,72,3807892733,118668512,Hip-Hop
2023-12-24,run for the hills,tate mcrae,Global,117,1076935055,40410536,Hip-Hop
2023-12-24,que onda,calle 24 x chino pacas x fuerza regida,Global,121,2119248650,105026730,Pop
2023-12-24,great gatsby,rod wave,Global,124,2123739276,103624739,Hip-Hop
2023-12-24,one of the girls,"the weeknd, jennie & lily-rose depp",Global,24,21327989068,975355322,Hip-Hop
2023-12-17,all i want for christmas is you,mariah carey,Global,82,70438047500,2444310000,Pop
2023-12-17,rockin' around the christmas tree,brenda lee,Global,106,4166651989,151624060,EDM
2023-12-17,jingle bell rock,bobby helms,Global,50,14384654570,451466106,Rock
2023-12-17,last christmas,wham!,Global,30,11523676541,554846348,Rock
2023-12-17,a holly jolly christmas,burl ives,Global,144,2180667308,66315300,Rock
2023-12-17,lovin on me,jack harlow,Global,58,2563585291,114005492,EDM
2023-12-17,it's the most wonderful time of the year,andy williams,Global,129,575709505,26575803,Pop
2023-12-17,sleigh ride,the ronettes,Global,179,4651809964,212661573,EDM
2023-12-17,greedy,tate mcrae,Global,64,2719329343,89353951,Pop
2023-12-17,let it snow! let it snow! let it snow!,dean martin,Global,132,734693517,26623631,Rock
2023-12-17,underneath the tree,kelly clarkson,Global,186,2918320256,99878957,Rock
2023-12-17,feliz navidad,jose feliciano,Global,172,1156825181,57416112,EDM
2023-12-17,cruel summer,taylor swift,Global,48,431443192,18189564,Pop
2023-12-17,santa tell me,ariana grande,Global,179,932409542,45479441,Pop
2023-12-17,the christmas song (merry christmas to you),"nat ""king"" cole",Global,28,1498374208,66453106,Pop
2023-12-17,snooze,sza,Global,68,624894697,30977538,Rock
2023-12-17,paint the town red,doja cat,Global,52,1586527790,54194879,Hip-Hop
2023-12-17,christmas (baby please come home),darlene love,Global,62,1328066582,55551782,EDM
2023-12-17,it's beginning to look a lot like christmas,michael buble,Global,8,8067996435,769774597,EDM
2023-12-17,jingle bells,frank sinatra with the orchestra & chorus of gordon jenkins,Global,27,17119934750,564653357,Hip-Hop
2023-12-17,water,tyla,Global,54,3938403724,137693898,Hip-Hop
2023-12-17,i remember everything,zach bryan featuring kacey musgraves,Global,174,3750126591,135380563,EDM
2023-12-17,white christmas (1947),bing crosby with ken darby singers & john scott trotter & his orchestra,Global,196,1866160602,63922033,EDM
2023-12-17,it's beginning to look a lot like christmas,perry como and the fontane sisters with mitchell ayres and his orchestra,Global,33,6605531434,286799306,Pop
2023-12-17,here comes santa claus (right down santa claus lane),gene autry,Global,24,5218075449,226220341,Pop
2023-12-17,everybody,nicki minaj featuring lil uzi vert,Global,21,11592930191,451791452,Hip-Hop
2023-12-17,blue christmas,elvis presley,Global,22,8608003321,413833529,Pop
2023-12-17,deck the halls,nat king cole,Global,129,3383359378,131417783,Rock
2023-12-17,last night,morgan wallen,Global,70,4254126639,204272075,Pop
2023-12-17,agora hills,doja cat,Global,46,13077301173,541577126,EDM
2023-12-17,santa baby,eartha kitt with henri rene and his orchestra,Global,190,1303929905,46287366,Hip-Hop
2023-12-17,thinkin' bout me,morgan wallen,Global,109,2675586027,86319877,Hip-Hop
2023-12-17,rudolph the red-nosed reindeer,gene autry & the pinafores,Global,48,5177655743,185381689,Hip-Hop
2023-12-17,needle,nicki minaj featuring drake,Global,179,4202693933,178311325,Hip-Hop
2023-12-17,wonderful christmastime,paul mccartney,Global,127,2751078748,134918319,Rock
2023-12-17,is it over now? (taylor's version) [from the vault],taylor swift,Global,3,218920107889,17834581403,EDM
2023-12-17,santa claus is comin' to town,jackson 5,Global,115,1478936400,67003452,Pop
2023-12-17,run rudolph run,chuck berry,Global,99,1607521556,50394188,Hip-Hop
2023-12-17,fast car,luke combs,Global,148,4526126270,190207571,Rock
2023-12-17,little saint nick,the beach boys,Global,23,5787338842,262954810,EDM
2023-12-17,"you're a mean one, mr. grinch",thurl ravenscroft,Global,30,9575535155,310064854,Hip-Hop
2023-12-17,ftcu,nicki minaj,Global,48,15208661023,502138348,Rock
2023-12-17,lil boo thang,paul russell,Global,69,3639199496,151251131,EDM
2023-12-17,rich baby daddy,drake featuring sexyy red & sza,Global,135,1970142444,77792250,Hip-Hop
2023-12-17,please come home for christmas,eagles,Global,34,8843931276,310467435,Pop
2023-12-17,like it's christmas,jonas brothers,Global,12,9639993562,476736946,Hip-Hop
2023-12-17,lose control,teddy swims,Global,104,3336607173,110468049,EDM
2023-12-17,need a favor,jelly roll,Global,96,3646396905,149107022,Pop
2023-12-17,happy holiday / the holiday season,andy williams,Global,82,686926490,31022553,EDM
2023-12-17,fukumean,gunna,Global,172,1753421234,71879011,Hip-Hop
2023-12-17,first person shooter,drake featuring j. cole,Global,148,2756345658,89943259,EDM
2023-12-17,used to be young,miley cyrus,Global,52,2396798383,75865831,Pop
2023-12-17,what was i made for?,billie eilish,Global,68,1106014120,40216453,Hip-Hop
2023-12-17,stick season,noah kahan,Global,72,2665583769,95881130,Pop
2023-12-17,white horse,chris stapleton,Global,68,791972915,38730107,Hip-Hop
2023-12-17,good good,"usher, summer walker & 21 savage",Global,71,2402412022,94397812,Hip-Hop
2023-12-17,exes,tate mcrae,Global,34,4142529989,124659291,Pop
2023-12-17,barbie dangerous,nicki minaj,Global,182,62739049100,2762967516,Pop
2023-12-17,houdini,dua lipa,Global,57,2511155185,109233854,Hip-Hop
2023-12-17,are you gone already,nicki minaj,Global,192,792395383,33233412,Hip-Hop
2023-12-17,my love mine all mine,mitski,Global,52,293641111,9063226,Rock
2023-12-17,world on fire,nate smith,Global,31,2615745042,118760153,Hip-Hop
2023-12-17,let me calm down,nicki minaj featuring j. cole,Global,197,3054790659,132427506,Rock
2023-12-17,beep beep,nicki minaj,Global,97,2695755479,116669698,Rock
2023-12-17,i know ?,travis scott,Global,140,1926305084,75183717,EDM
2023-12-17,idgaf,drake featuring yeat,Global,103,3075867922,149252824,EDM
2023-12-17,monaco,bad bunny,Global,192,2877028212,131493203,EDM
2023-12-17,you're losing me (from the vault),taylor swift,Global,82,4380225722,187083119,EDM
2023-12-17,run for the hills,tate mcrae,Global,41,22201823099,853338418,EDM
2023-12-17,on my mama,victoria monet,Global,119,4380859381,158712642,EDM
2023-12-17,pretty little poison,warren zeiders,Global,107,1488530392,54371320,Hip-Hop
2023-12-17,surround sound,jid featuring 21 savage & baby tate,Global,51,3849636260,126481491,Pop
2023-12-17,big difference,nicki minaj,Global,162,1110142597,51977896,Hip-Hop
2023-12-17,fallin 4 u,nicki minaj,Global,159,779002948,26409693,EDM
2023-12-17,everything i love,morgan wallen,Global,89,4733367924,221640293,Pop
2023-12-17,harley quinn,fuerza regida & marshmello,Global,166,802887145,27505382,EDM
2023-12-17,wild ones,jessie murph & jelly roll,Global,104,4182506993,166810434,Rock
2023-12-17,strangers,kenya grace,Global,65,3072585046,114516828,Rock
2023-12-17,get him back!,olivia rodrigo,Global,168,3202915935,117696386,Rock
2023-12-17,rnb,nicki minaj featuring lil wayne & tate kobang,Global,29,2459918150,83196877,Pop
2023-12-17,500lbs,lil tecca,Global,192,4744472561,184535159,Pop
2023-12-17,pink friday girls,nicki minaj,Global,13,3068863126,139746924,Pop
2023-12-17,you broke my heart,drake,Global,87,41240646500,1520378535,Pop
2023-12-17,can't catch me now,olivia rodrigo,Global,67,1175209928,41603642,EDM
2023-12-17,truck bed,hardy,Global,196,2920337407,114228700,Hip-Hop
2023-12-17,qlona,karol g & peso pluma,Global,141,304490727,14546851,Rock
2023-12-17,cowgirl,nicki minaj featuring lourdiz,Global,83,3873230322,184028728,Pop
2023-12-17,the painter,cody johnson,Global,49,15673378051,702515410,Pop
2023-12-17,pink birthday,nicki minaj,Global,170,3690386812,153224545,EDM
2023-12-17,where the wild things are,luke combs,Global,3,17618957334,1367260699,Pop
2023-12-17,segun quien,maluma & carin leon,Global,23,1877375523,88781582,Hip-Hop
2023-12-17,que onda,calle 24 x chino pacas x fuerza regida,Global,168,1769325297,77144111,Rock
2023-12-17,burn it down,parker mccollum,Global,89,408719104,19950422,Hip-Hop
2023-12-17,feather,sabrina carpenter,Global,140,4005504869,125914463,Hip-Hop
2023-12-17,bahm bahm,nicki minaj,Global,96,4950549943,163774477,EDM
2023-12-17,save me the trouble,dan + shay,Global,69,1314769102,55025374,Pop
2023-12-17,hey driver,zach bryan featuring the war and treaty,Global,86,861381826,28869431,Pop
2023-12-17,virginia beach,drake,Global,128,2229266479,79011927,Rock
2023-12-17,standing next to you,jung kook,Global,33,17018236975,703692424,Pop
2023-12-17,can't have mine,dylan scott,Global,44,5957893919,224094401,Pop
2023-12-10,rockin' around the christmas tree,brenda lee,Global,47,13403444986,600159304,EDM
2023-12-10,all i want for christmas is you,mariah carey,Global,77,3083065794,117993005,Hip-Hop
2023-12-10,jingle bell rock,bobby helms,Global,136,134152554,4375810,Rock
2023-12-10,last christmas,wham!,Global,90,3321360473,152629938,EDM
2023-12-10,lovin on me,jack harlow,Global,27,8727566558,336731502,Rock
2023-12-10,a holly jolly christmas,burl ives,Global,129,45733630660,2127756123,Hip-Hop
2023-12-10,cruel summer,taylor swift,Global,59,4023432287,192766089,Rock
2023-12-10,it's the most wonderful time of the year,andy williams,Global,169,50376786580,2226795510,Pop
2023-12-10,snooze,sza,Global,118,4790213049,154970395,EDM
2023-12-10,paint the town red,doja cat,Global,54,2091081277,85423379,EDM
2023-12-10,feliz navidad,jose feliciano,Global,24,4428573021,179623981,Pop
2023-12-10,let it snow! let it snow! let it snow!,dean martin,Global,81,75660440020,2833555620,Hip-Hop
2023-12-10,underneath the tree,kelly clarkson,Global,48,11407836365,355707853,Hip-Hop
2023-12-10,sleigh ride,the ronettes,Global,124,1963204653,86375331,EDM
2023-12-10,the christmas song (merry christmas to you),"nat ""king"" cole",Global,106,3971002963,165353410,Rock
2023-12-10,greedy,tate mcrae,Global,120,67889280340,2187839757,EDM
2023-12-10,santa tell me,ariana grande,Global,141,3082691397,137964922,Pop
2023-12-10,white christmas (1947),bing crosby with ken darby singers & john scott trotter & his orchestra,Global,163,1070546773,36861935,Rock
2023-12-10,i remember everything,zach bryan featuring kacey musgraves,Global,141,2770673619,112186399,EDM
2023-12-10,water,tyla,Global,24,2332368739,76221835,Hip-Hop
2023-12-10,christmas (baby please come home),darlene love,Global,29,7829345111,302976465,Pop
2023-12-10,last night,morgan wallen,Global,179,1528980287,53169384,EDM
2023-12-10,deck the halls,nat king cole,Global,149,552298787,17486435,Rock
2023-12-10,blue christmas,elvis presley,Global,17,119822219864,4103633367,EDM
2023-12-10,it's beginning to look a lot like christmas,michael buble,Global,154,1143214411,52058904,Pop
2023-12-10,thinkin' bout me,morgan wallen,Global,72,2012770155,87868178,EDM
2023-12-10,you're losing me (from the vault),taylor swift,Global,149,490113775,17779195,Hip-Hop
2023-12-10,jingle bells,frank sinatra with the orchestra & chorus of gordon jenkins,Global,18,7813876800,361256244,Pop
2023-12-10,agora hills,doja cat,Global,136,93636713980,3226481774,Hip-Hop
2023-12-10,is it over now? (taylor's version) [from the vault],taylor swift,Global,61,8496810360,379128750,EDM
2023-12-10,here comes santa claus (right down santa claus lane),gene autry,Global,163,2186564247,97127633,Rock
